,title,project,price,time
359,نبحث عن Media Buyer بخبرة لا تقل عن 3 سنوات في السوق السعودي,"لدينا متجر الكتروني متخصص في بيع المنتجات المتميزة والفريدة
نحتاج لموظف Merdia Buyer محترف له خبرة في نفس المجال لديه المهارات التالية
- سبق العمل في اعلانات فيسبوك وانتسقرام وتويتر وسناب شات وتيكتوك
- سبق العمل له في اعلانات جوجل
- التسويق بالبريد الالكتروني
- متمكن من جميع القراءات والتقارير والتحليل المتميز للاعلانات
- متمكن من إدارة ميزانية الحملات حسب الأهداف والتقارير والتحاليل
- القدرة على التعامل مع فريق العمل التسويقي والوصول الى اعداد حملات مميزة
سيكون العمل اونلاين بدوام كامل عن بعد وراتب شهري وساعات عمل
** الرجاء عند تقديم العرض تقديم معلومات شاملة عنه وعن خبراته وما يستطيع تقديمه لاختيار الموظف الأنسب
ملاحظة مهمة جداُ: يجب أنك يكون قد عمل سابقاً في مجال التجارة الإلكترونية في السوق السعودي بخبرة لا تقل عن 3 سنوات
قنوات الإعلان
فيسبوك - سنابشات - تيك توك - google",$500.00 - $1000.00,30 يوما
360,مطلوب عمل حساب سيلر في أماوزن,مرحبا ، عايز أعمل حساب سيلر في اماوزن وعايز حد مختص وعنده خبرة كبيرة في أمازون أمريكا يعمله ليا ويديره,$100.00 - $250.00,14 يوما
361,تسويق متعدد المستويات لشركة,"عرض توظيف: مسوق متعدد المستويات في UMG
نبحث عن أفراد ملهمين للانضمام إلى فريق التسويق متعدد المستويات في شركة UMG. إليك فرصة فريدة للانخراط في عالم التسويق بدوام جزئي مع إمكانية كسب إيرادات إضافية.
المهام:تعزيز منتجات UMG وفهم فعاليات السوق.بناء شبكة تسويق متعددة المستويات وتوسيع الفرص.المميزات:الخبرة: لا تتطلب أي خبرة سابقة.التدريب: سيتم توفير تدريب شامل من قبل كادر مخصص لتطوير مهاراتك.الوقت: عمل لمدة 3 ساعات يوميًا، مما يوفر مرونة لتناسب جدولك اليومي.الفرصة المحدودة: العدد محدود، لضمان التركيز والدعم الفعّال.المتطلبات:الشغف بمجال التسويق.القدرة على التواصل بفعالية.الرغبة في تحقيق دخل إضافي.الكيفية:
30 يوم
إذا كنت مستعدًا لتحديات جديدة وبناء مستقبل مالي مشرق، قدم الآن للانضمام إلى عائلة UMG. اتصل بنا للحصول على مزيد من المعلومات أو قدم طلبك عبر موقعنا الإلكتروني.
اجعل اليوم بداية مهنتك في عالم التسويق المتعدد المستويات مع UMG!",$1000.00 - $2500.00,30 يوما
362,تسويق لعقار للإيجار,نبي معلنين يسوقون لنا عقار شقق للإيجار على مواقع السوشيال ميديا والتواصل الاجتماعي في المملكة العربية السعودية براتب اسبوعي 100$دولار,$50.00 - $100.00,5 أيام
363,مطلوب مختص SEO لموقع,"مطلوب مختص سيو بخبرة طويلة في الـSEO والتسويق الإلكتروني للعمل على موقع إلكتروني عقاري لتحسين ظهوره بمحركات البحث وأيضاً كتابة المقالات في الموقع
*الميزانية المتوقعة غير دقيقة*",$100.00 - $250.00,30 يوما
364,مطلوب محترف SEO لفحص الأرشفة ومشاكل الفهرسة وحلها لمدونة وردبريس,"السلام عليكم
لدي مدونة وردبريس تم عمل ارشفة واعدادات SEO ولكن تظهر بعض المشاكل في قوقل كونسل
مطلوب محترف SEO لفحص لالارشفة ومشاكل الفهرسة وحلها
* بحيث تقوي الموقع وتتصدر المقالات نتائج البحث
متابعة العمل
.. اضافة اعمال سابقة للاطلاع عليها للارشفة SEO > مهـم :",$50.00 - $100.00,20 يوما
365,تصميم إعلان لموقع,"أريد إعلان لموقع لي أرجو من الناس المختصة فقط تتواصل معي
قنوات الإعلان
تويتر انستا سناب تيك توك قوقل
المعلومات المتوفرة
أتطلع إلى أسعار جيدة",$25.00 - $50.00,14 يوما
366,عمل فلتر موقع على سناب شات,"احتاج خبير ،، يسوي فلتر موقع في السناب واعلان مابين السنابات
""الاعلان عبارة عن مطعم """,$25.00 - $50.00,2 يومين
367,إدارة محتوى على منصات التواصل,"إدارة محتوى سوشل ميديا
-كتابة محتوى مفيد لمنتجات تجميل 15
-كتابة محتوى تسويقي عن عروض بعض المنتجات 15
-الاطلاع على المنتجات الترند بالسوق السعودي
-نشر منشورات حسب الأعياد والأيام بشكل منتظم
-إضافة أصوات على الفيديوهات جاهزه
المطلوب استلامه
منشور واحد لكل منصة يوميا",$50.00 - $100.00,30 يوما
368,عمل حملة إعلانية لبوت في منصة التليجرام,"عمل إعلان ترويجي لبوت بالتليجرام
الهدف من الحملة: زيادة عدد المشتركين فوق ١٠ الآلاف مشترك
مدة الحملة: حتى تحقيق عدد المشتركين المحدد.
يفضل يكون مسوق أو صانع محتوى له نشاط عالي على منصات التواصل الاجتماعي وخصوصا التليجرام ويستطيع الوصول لأكبر عدد ممكن من لتحقيق الهدف من الحملة.
البوت يقوم بتحميل جميع الفيديوهات بمنصات التواصل الاجتماعي.
التفاصيل والرابط بعد الاتفاق على المعايير والسعر.",$100.00 - $250.00,35 يوما
369,مهندس كهرباء لإدارة حساب لينكد إن,احتاج مهندس كهرباء أو شخص له معرفه بالهندسة الكهربائية لإدارة حساب لينكد إن شامل التقديم على الوظائف وإضافة المنشورات وتعديل السيرة الذاتية بما يتناسب مع التوظيف لمدة شهر قابله للتجديد,$50.00 - $100.00,30 يوما
370,المساعدة بحل مشكلة عدم ظهور اللايف على التيكتوك,عندي مشكلة اني تيكتوكر وعندي ألف متابع وللأسف لم يتم فتح ايقونة لايف بعد أتمنى من خبير يتواصل معي,$25.00 - $50.00,1 يوم
371,المساعدة بحل مشكلة على خرائط جوجل,"تواجهني مشكلة عند إضافة موقعي التجاري على جوجل ماب
( نشاطك التجاري غير مرئي للعملاء.)
مع انه تم إثبات الملكية",$25.00 - $50.00,5 أيام
372,تسويق لمتجر الكتروني,"لدينا متجر الكتروني ونريد مسوقين لديهم المهاره الكافيه في المجالات التالية :
التصميم الابداعي ( موشن جرافيك - فديو - صور - براشور )
ادارة مواقع تواصل اجتماعي
صناعة المحتوى
التسويق الفيروسي
خطة تسويق
تسويق منتجات
تسويق عبر التواصل الاجتماعي
التسويق الالكتروني",$100.00 - $250.00,20 يوما
373,إدارة وتتبع مواقع التواصل الاجتماعي خاصة تطبيق التيكتوك,"إدارة حساب تطبيق التيك توك
تنزيل فيديوهات ومقاطع جذابه للمنتجات التي سأعرضها على التيك توك
عمل إعلانات مناسبة وبالوقت المناسب للمنتجات
تتبع اخر التطورات لهذا التطبيق
جذب العملاء الجدد من خلال الرد السريع على الرسائل
تطوير الصفحة والعمل على فهم المستخدمين لهذا الموقع
منصات التواصل الاجتماعي
تيك توك
المعلومات المتوفرة
@mhlhl1967
تصاميم فيديوهات وعمل قوالب تسمح لمستخدمين هذا التطبيق باستخدامها وهذا يقوي الصفحة وتحصل الصفحة على كميه زائرين كبيرة لها ومتابعين
المطلوب استلامه
تنزيل 3 فيديوهات يوميا وبالوقت المناسب
مراقبه الصفحة اول بأول وجذب متابعين جدد باستخدام الفيديوهات الجذابه",$100.00 - $250.00,3 أيام
